goodreads_book_id,tag_name,tag_length
270804,"young_adult, poetry, ellen_hopkins, series, fiction, contemporary, realistic_fiction, teen, drug, addiction, buy, verse, romance, novel_verse, crank, novel_verse, abuse, realistic, drug_abuse, young_adult_fiction, wish_list, high_school, mental_health, fiction, drama, teen_fiction, fiction, lit, star, need_buy",311
270805,"young_adult, poetry, fiction, ellen_hopkins, series, contemporary, realistic_fiction, mental_illness, buy, mental_health, teen, romance, suicide, verse, abuse, fiction, wish_list, lgbt, novel_verse, realistic, depression, addiction, impulse, drama, psychology, drug, death, maybe, teen_fiction, young_adult_fiction",314
270807,"young_adult, poetry, fiction, ellen_hopkins, contemporary, series, romance, realistic_fiction, abuse, teen, buy, verse, religion, novel_verse, wish_list, drama, coming_age, realistic, young_adult_fiction, high_school, fiction, love, teen_fiction, burned, family, fiction, novel_verse, made_cry, dysfunctional_family, addiction",326
271199,"manga, manga, fantasy, graphic_novel, romance, young_adult, comic, graphic_novel, mangas, fruit_basket, fiction, series, manga_graphic_novel, anime, shoujo, manga_comic, humor, manga_manhwa, shojo, comic_manga, supernatural, graphic_novel_manga, paranormal, comic, comedy, teen, manga_and_comic, japan, animal, mythology",320
271264,"manga, bleach, fantasy, graphic_novel, comic, mangas, anime, fiction, action, shounen, young_adult, paranormal, supernatural, graphic_novel, adventure, manga_comic, manga_graphic_novel, shonen, shnen, series, comic, comic_manga, japanese, manga_manhwa, magic, action_adventure, humor, shonen_manga, shinigami, tite_kubo",319
272264,"mystery, iris_johansen, fiction, thriller, suspense, series, mystery_thriller, romance, crime, eve_duncan, mystery_suspense, eve_duncan_series, johansen_iris, romantic_suspense, mystery, adult, contemporary, johansen, suspense_thriller, audio, first_series, thriller, wish_list, murder_mystery, iris_johanson, crime_fiction, have, adult_fiction, buy, mystery_suspense_thriller",376
272315,"lgbt, young_adult, romance, lgbtq, fiction, lesbian, glbt, contemporary, queer, lgbtqia, realistic_fiction, gay, buy, wlw, teen, fiction, lesbian_fiction, glbtq, high_school, wish_list, novel, coming_age, teen_fiction, lit, love, maybe, lgbtqa, stand_alone, realistic, queer_lit",278
272607,"mystery, harlan_coben, fiction, thriller, crime, series, myron_bolitar, coben, mystery_thriller, suspense, audio, mystery_suspense, coben_harlan, mystery, sport, myron_bolitar_series, thriller, adult, crime_fiction, mystery_crime, buy, crime_mystery, detective, mystery_thriller, humor, suspense_thriller, harlen_coben, myron, contemporary, crime_thriller",355
272895,"classic, fiction, childrens, horse, young_adult, animal, child, child, childhood, classic, kid, childhood, adventure, series, juvenile, youth, animal_story, horse, middle_grade, animal, child_literature, child_lit, realistic_fiction, historical_fiction, juvenile_fiction, child_fiction, novel, childhood_favs, black_stallion, childrens_literature",346
273511,"warrior, fantasy, animal, fiction, young_adult, series, warrior_cat, adventure, childhood, cat, middle_grade, childrens, warrior_series, child, animal, animal_fiction, child, kid, erin_hunter, animal_fantasy, middle_school, childhood, action, talking_animal, childhood, nostalgia, animal_story, novel, teen, the_new_prophecy",324
273512,"warrior, fantasy, animal, erin_hunter, fiction, warrior_cat, young_adult, series, childhood, cat, middle_grade, childrens, adventure, warrior_series, animal, child, child, animal_fiction, kid, middle_school, animal_fantasy, childhood, talking_animal, buy, action_adventure, childhood, anthropomorphic, warrior_cat, teen, have",325
275000,"fiction, erin_hunter, young_adult, series, childrens, adventure, middle_grade, child, warrior_series, kid, child, animal_fiction, animal, animal_fantasy, childhood, action_adventure, middle_school, fantasy, action, warrior, talking_animal, all_time, teen, juvenile, novel, have, star, nostalgia, awesome, warrior",312
275245,"classic, play, fiction, drama, classic, nook, play, literature, theatre, british, calibre, irish, literary, english, historical_fiction, british_literature, buy, american, adult, classic_literature, science, social, scottish, welsh, barnes_noble_classic, shaw, historical, poetry, general, nobel",295
275247,"classic, fiction, childrens, child, classic, child, historical_fiction, young_adult, childhood, kid, century, child_literature, british, child_classic, child_lit, historical, juvenile, england, france_hodgson_burnett, literature, novel, english, classic_literature, middle_grade, childrens_fiction, childrens_classic, british_literature, child_fiction, childrens_literature, victorian",384
276287,"art, non_fiction, nonfiction, reference, design, arte, biography, art_history, art, coffee_table, buy, art_design, art_and_design, drawing, artist, dutch, photography, have, visual_art, art_photography, art_architecture, graphic_design, artsy_fartsy, illustration, art_music, other, wish_list, history, educational, personal",324
276289,"art, arte, nonfiction, reference, biography, art_history, art, design, buy, non_fiction, finished, non_fictie, mathematics, artsy_fartsy, art_illustration, century, biography, culture, artist, math, art_artist, art_and_architecture, design_art, ciencia, inventory, art_and_craft, permanent_spanish, wish_list, unfinished, people",328
276342,"kristin_hannah, fiction, romance, chick_lit, contemporary, contemporary_romance, kristen_hannah, contemporary_fiction, nook, drama, audio, adult, family, woman_fiction, womens_fiction, hannah_kristin, coma, love, have, general_fiction, chic_lit, novel, adult_fiction, modern, author, hannah, chicklit, realistic_fiction, borrowed, did_not_finish",345
276877,"lisa_jackson, mystery, romantic_suspense, thriller, suspense, fiction, jackson_lisa, romance, series, mystery_thriller, new_orleans, have, jackson, mystery_suspense, paperback, audio, crime, thriller, mystery, murder_mystery, adult_fiction, romance_suspense, contemporary, lisa_jackson_new_orleans, buy, purchased, serial_killer, suspense_thriller, psychological_thriller, lisa_jackson_new_orleans_series",404
277190,"fantasy, childrens, series, fiction, child, young_adult, middle_grade, child, adventure, kid, magic, juvenile, childhood, urban_fantasy, spiderwick, spiderwick_chronicle, faery, fairy, juvenile_fiction, holly_black, the_spiderwick_chronicle, sci_fantasy, buy, finished_series, paranormal, childhood, faerie, child_literature, novel, supernatural",345
277191,"fantasy, childrens, fiction, child, series, young_adult, middle_grade, child, adventure, kid, magic, childhood, juvenile, spiderwick_chronicle, urban_fantasy, fairy, spiderwick, faery, holly_black, juvenile_fiction, the_spiderwick_chronicle, sci_fantasy, buy, paranormal, child_literature, borrowed, faerie, supernatural, childhood, mystery",340
277397,"fiction, oprah, southern, coming_age, contemporary_fiction, young_adult, adult_fiction, contemporary, school, southern_fiction, southern_lit, general_fiction, literary_fiction, novel, literature, adult, classic, abuse, realistic_fiction, novel, historical_fiction, high_school, chick_lit, child_abuse, drama, family, for_school, shelfari, woman, southern_literature",365
278102,"romance, danielle_steel, fiction, danielle_steele, chick_lit, contemporary, drama, contemporary_romance, steel, steel_danielle, adult, novel, novel, finished, general, sister, love, general_fiction, family, adoption, calibre, chicklit, woman_fiction, have, modern_fiction, historical_fiction, orphan, adult_fiction, life, story",327
279561,"science_fiction, sci, cyberpunk, fiction, scifi, series, thriller, sci_fantasy, mystery, fantasy, space_opera, audio, noir, scifi_fantasy, science, audible, fantasy, military, buy, sci_and_fantasy, takeshi_kovacs, fantasy_sci, sciencefiction, calibre, dystopian, richard_morgan, novel, abandoned, speculative_fiction, dystopia",326
279692,"childrens, child, child, kid, childhood, fiction, humor, school, childhood, child_literature, child_lit, series, realistic_fiction, classic, funny, childrens_lit, kid_lit, elementary_school, elementary, picture, classroom, ece, miss_nelson, juvenile, preschool, behavior, teacher, wish_list, childhood_memory, from_childhood",324
280111,"religion, christian, non_fiction, classic, bible, christianity, reference, bible, religious, nonfiction, spiritual, history, philosophy, faith, spirituality, theology, fiction, classic, inspirational, bible_study, mythology, christian_non_fiction, all_time, poetry, christian_living, historical, biography, unfinished, home, scripture",334
280125,"fantasy, forgotten_realm, drizzt, fiction, salvatore, salvatore, legend_drizzt, high_fantasy, sci_fantasy, epic_fantasy, salvatore, buy, the_legend_drizzt, fantasy_sci, series, dungeon_and_dragon, adventure, forgotten, fantasy_fiction, realm, scifi_fantasy, fantasy_scifi, audible, fancy, salvatore, drizzt_urden, dnd, novel, wish_list, sci",340
280240,"childrens, fairy_tale, child, child, fantasy, caldecott, classic, traditional_literature, fiction, kid, folklore, fairy_tale, childhood, traditional, traditional_lit, fairytale, child_literature, caldecott_honor, fairytale, traditional_tale, classic, award_winner, picture, edrd, caldecott_honor, caldecott_medal, traditional_literature, childhood, child_lit, folklore",368
280277,"young_adult, fairy, spiderwick, holly_black, the_spiderwick_chronicle, childhood, faerie, borrowed, mystery, childrens_fiction, novel, fae, star, teen, novel, child_lit, childrens_lit, fairy_tale, audio, childrens_literature, middle_school, fairy, child_fiction, childhood, elementary, child_fiction, fantasy, fiction, have, childhood",334
280366,"mystery, crime, fiction, iceland, thriller, scandinavian, mystery, crime_fiction, mystery_thriller, series, nordic_noir, scandinavia, icelandic, crime_mystery, nordic, detective, suspense, scandinavian_crime, arnaldur_indridason, police_procedural, mystery_suspense, mystery_crime, translation, translated, europe, noir, novel, scandinavian_noir, audio, novel",359
280410,"non_fiction, history, nonfiction, politics, law, supreme_court, legal, american_history, political, biography, audio, government, political_science, current_event, historical, current_affair, american, abandoned, history_politics, scotus, wish_list, law_school, buy, audible, general_non_fiction, history_american, united_state, american_government, usa, america",362
280958,"graphic_novel, graphic_novel, graphic_novel_comic, fiction, comic, comic, comic_graphic_novel, crime, comic_and_graphic_novel, graphic, comic_graphic_novel, tebeos, sci_fantasy, mystery, buy, other, literature, general_fiction, suspense, action, finished, buy, college, manga, graphic, movie, fantastical, mine, hard_copy, comic_manga",334
281235,"childrens, fantasy, child, child, childhood, mystery, kid, horror, animal, young_adult, vampire, childhood, series, middle_grade, juvenile, juvenile_fiction, child_literature, classic, paranormal, child_lit, fantasy, kid_lit, youth, fiction, funny, vampire, childrens_lit, bunnicula, child_fiction, supernatural",311
281350,"mystery, kathy_reich, crime, fiction, thriller, series, bone, mystery, temperance_brennan, mystery_thriller, suspense, mystery_suspense, crime_fiction, reich, audio, reich_kathy, crime_mystery, forensics, anthropology, detective, thriller, forensic, murder_mystery, adult, mystery_crime, temperance_brennan_series, crime_thriller, contemporary, adult_fiction, brennan",367
281433,"horror, dean_koontz, fiction, thriller, koontz, mystery, suspense, fantasy, paranormal, supernatural, romance, koontz_dean, thriller, mystery_thriller, humor, california, detective, science_fiction, suspense_thriller, horror_thriller, mystery_suspense, general, calibre, audio, story, southern, private, investigator, and, novelist",331
281512,"christian, non_fiction, christianity, religion, max_lucado, christian_living, inspirational, religious, faith, christian_non_fiction, spiritual, nonfiction, theology, spirituality, christian_nonfiction, bible_study, devotional, lucado, jesus, spiritual_growth, christian_life, wish_list, inspiration, adult, christian_growth, christian_study, lucado_max, borrowed, home, adult_nonfiction",387
282282,"manga, romance, mangas, graphic_novel, shoujo, young_adult, comic, comedy, humor, skip_beat, series, manga_comic, manga_manhwa, anime, shojo, shjo, manga_graphic_novel, manga, graphic_novel, fiction, comic, shoujo_manga, funny, manga_graphic_novel, contemporary, drama, shojo_manga, japan, teen, realistic_fiction",313
282356,"manga, romance, graphic_novel, mangas, shoujo, comic, young_adult, gender_bender, hana_kimi, graphic_novel, series, manga_comic, comedy, manga_manhwa, humor, shojo, fiction, anime, shjo, high_school, comic, contemporary, manga_graphic_novel, manga_graphic_novel, shoujo_manga, comic_manga, manga_shoujo, manga_and_comic, manga_series, school_life",346
282425,"manga, romance, graphic_novel, mangas, comic, shoujo, young_adult, shojo, manga_manhwa, comic, anime, graphic_novel, fiction, manga_comic, shoujo_manga, series, japanese, manga_shoujo, contemporary, drama, japan, manga_graphic_novel, humor, high_school, comedy, manga_graphic_novel, manga_and_graphic_novel, comic_manga, realistic_fiction, school",346
283494,"fantasy, young_adult, urban_fantasy, faery, paranormal, fairy, romance, series, fiction, magic, fae, faerie, teen, holly_black, fantasy, supernatural, fey, buy, fiction, fairy_tale, fairy, paranormal_romance, sci_fantasy, fantasy_sci, faery, wish_list, teen_fiction, modern_faerie_tale, young_adult_fiction, have",312
284195,"elin_hilderbrand, chick_lit, fiction, romance, contemporary, hilderbrand_elin, mystery, beach, womens_fiction, hilderbrand, woman_fiction, nantucket, audio, summer, general_fiction, finished, buy, chicklit, chic_lit, new_england, friendship, elin_hildebrand, novel, friendship, contemporary_fiction, borrowed, massachusetts, drama, adult_fiction, relationship",359
284440,"fantasy, young_adult, mystery, adventure, fiction, magic, urban_fantasy, series, paranormal, humor, childrens, middle_grade, skulduggery_pleasant, child, supernatural, horror, audio, funny, child, action, kid, teen, derek_landy, humour, fantasy, juvenile, buy, sci_fantasy, childhood, fantasy_sci",296
284698,"manga, fantasy, graphic_novel, romance, comic, anime, shoujo, mangas, tokyo_mew_mew, young_adult, fiction, manga_graphic_novel, graphic_novel, shojo, magical_girl, comic, childhood, alien, manga_comic, manga_manhwa, comic_manga, series, buy, manga_graphic_novel, graphic_novel_manga, anime_manga, japanese, magic, supernatural, science_fiction",343
284996,"short_story, fiction, classic, literature, southern, southern_gothic, american, classic, short_story, short_story_collection, southern_lit, literary_fiction, story, american_literature, short_fiction, buy, american_lit, century, gothic, southern_literature, literary, short, adult_fiction, female_author, woman_writer, anthology, unfinished, woman, southern_fiction, the_south",376
285011,"christian_fiction, christian, fiction, romance, mystery, suspense, dee_henderson, series, christian_romance, romantic_suspense, contemporary, mystery_suspense, thriller, christian_suspense, adult, inspirational, inspirational_fiction, mystery, crime, religious, contemporary_fiction, christian_mystery, henderson_dee, mystery_thriller, adult_fiction, christianfiction, young_adult, henderson, malley_series, adventure",417
285092,"fiction, humor, romance, music, contemporary, novel, contemporary, british, contemporary_fiction, humour, general_fiction, english, literature, novel, comedy, funny, england, rory_gilmore_challenge, adult, buy, adult_fiction, rory_gilmore, modern_fiction, nick_hornby, literary_fiction, relationship, british_literature, gilmore_girl, classic, modern",350
285205,"urban_fantasy, fantasy, paranormal, vampire, werewolf, romance, paranormal_romance, series, patricia_briggs, shifter, fiction, shapeshifters, supernatural, adult, vampire, mercy_thompson, fae, magic, mystery, werewolf, shifter, demon, sci_fantasy, urban, witch, ghost, contemporary, audio, shapeshifter, mercedes_thompson",321
285212,"urban_fantasy, paranormal, fantasy, romance, paranormal_romance, anthology, werewolf, patricia_briggs, anthology, shifter, short_story, series, fiction, shapeshifters, supernatural, adult, werewolf, magic, vampire, shifter, alpha_omega, fae, pnr, novella, alpha_and_omega, karen_chance, sci_fantasy, shapeshifter, briggs_patricia, short_story",342
285500,"history, non_fiction, politics, classic, nonfiction, philosophy, reference, political, american_history, law, historical, political_science, government, classic, school, american, america, education, political_theory, political_philosophy, high_school, history_american, american_revolution, academic, american_literature, usa, history, century, primary_source, americana",371
286507,"fantasy, fiction, david_eddings, epic_fantasy, sci_fantasy, high_fantasy, series, eddings, adventure, magic, fantasy_sci, young_adult, scifi_fantasy, science_fiction_fantasy, epic, fantasy_epic, eddings_david, adult, fantasy_scifi, malloreon, paperback, fantasy, fantasy_series, sci, speculative_fiction, fantasia, paper, sci_and_fantasy, sff, fiction_fantasy",359
286957,"classic, short_story, horror, feminism, classic, gothic, short_story, school, mental_illness, psychology, century, literature, mental_health, feminist, american_literature, woman, american, for_school, historical_fiction, adult, literary_fiction, classic_literature, short_fiction, college, buy, adult_fiction, short, historical, english, university",349
287380,"manga, romance, graphic_novel, comic, graphic_novel, mangas, young_adult, shojo, manga_comic, shoujo, manga_manhwa, fiction, manga_graphic_novel, series, japan, drama, shoujo_manga, comic_manga, japanese, kare_kano, contemporary, comedy, manga_shoujo, manga_and_graphic_novel, manga, comic, anime, slice_life, manga_graphic_novel, manga_and_comic",346
287633,"paranormal_romance, paranormal, romance, christine_feehan, vampire, vampire, fantasy, series, carpathians, dark_series, pnr, feehan, fiction, adult, feehan_christine, urban_fantasy, supernatural, dark, romance_paranormal, contemporary, carpathian, shifter, alpha_male, erotica, paperback, shapeshifters, vampire_romance, carpathian_series, buy, vamp",349
287655,"chick_lit, fiction, chicklit, chic_lit, series, romance, contemporary, adult_fiction, humor, hollywood, buy, fluff, clare_naylor, borrowed, novel, guilty_pleasure, contemporary_fiction, modern, non_fiction, hold, contemporary_romance, woman_fiction, romantic_comedy, humour, chick, donated, not_finished, california, chiclit, los_angeles",337
287861,"steampunk, young_adult, science_fiction, fantasy, sci, dystopia, dystopian, fiction, adventure, series, post_apocalyptic, teen, steam_punk, scifi, childrens, sci_fantasy, buy, child, young_adult_fiction, fiction, fantasy_sci, middle_grade, maybe, philip_reeve, fantasy, action, kid, british, scifi_fantasy, romance",314
288644,"fiction, india, contemporary, general_fiction, asia, drama, movie, novel, adult_fiction, romance, novel, indian, adventure, contemporary_fiction, adult, movie, indian_literature, audio, english, audible, modern, literature, indian_fiction, realistic_fiction, cultural, buy, mystery, roman, school, borrowed",306
289029,"self_help, non_fiction, robin_sharma, inspirational, spiritual, philosophy, personal_development, self_development, motivational, english, nonfiction, self_improvement, spirituality, psychology, buy, inspiration, completed, motivation, collection, business, personal_growth, personal, life_lesson, robin, life, improvement, pdf, india, indian, inspiring",353
289601,"young_adult, paranormal, fantasy, romance, ghost, fiction, supernatural, series, paranormal_romance, teen, ghost, buy, fiction, wish_list, urban_fantasy, death, audio, fantasy, young_adult_fiction, horror, contemporary, afterlife, mystery, ghost_story, youngadult, adult, maybe, first_series, lit, love",302
289644,"christian_fiction, karen_kingsbury, christian, fiction, romance, series, chick_lit, kingsbury, adult_fiction, buy, inspirational, christian_romance, audio, kingsbury_karen, young_adult, inspirational_fiction, contemporary, adult, christianfiction, contemporary_fiction, wish_list, lost_love_series, drama, novel, family, relationship, nook, religious, faith, christian_novel",374
289695,"fantasy, young_adult, series, fiction, adventure, magic, fairy_tale, alice_wonderland, teen, retellings, steampunk, looking_glass_war, fantasy, science_fiction, retelling, fairy_tale, sci, fiction, alice, wonderland, buy, frank_beddor, sci_fantasy, fairytale, romance, young_adult_fiction, the_looking_glass_war, audio, have, fairy_tale_retellings",347
290039,"fiction, young_adult, urban, omar_tyree, romance, adult, drama, chick_lit, african_american_author, black_fiction, shelfari, contemporary, african_american_literature, series, novel, home, paperback, urban_lit, general_fiction, black_author, all_time, classic, star, teen, family, realistic_fiction, womens_fiction, favs, black_experience, back_the_day",352
290628,"fantasy, fiction, epic_fantasy, high_fantasy, sci_fantasy, fantasy_sci, canadian, arthurian, series, series, magic, guy_gavriel_kay, scifi_fantasy, fantasia, science_fiction_fantasy, adventure, buy, mythology, calibre, adult, science_fiction, speculative_fiction, fionavar_tapestry, fantasy, sff, fionavar, epic, urban_fantasy, audio, dragon",341
290882,"philosophy, india, hinduism, classic, theology, ancient, spiritual, indian, literature, reference, mythology, wish_list, classic, poetry, nonfiction, religion_spirituality, eastern, asia, sanskrit, religious_study, fiction, for_school, ancient_literature, buy, personal, spirituality_religion, hindu, ancient_text, eastern_religion, adult",338
291354,"fantasy, fiction, david_eddings, epic_fantasy, sci_fantasy, high_fantasy, eddings, fantasy_sci, series, adventure, magic, science_fiction_fantasy, young_adult, scifi_fantasy, epic, eddings_david, fantasy_epic, elenium, paperback, fantasy_scifi, fantasy_series, adult, science_fiction, fantasy_fiction, fantasy_and_sci, fantasy, sff, fiction_fantasy, novel, paper",362
291356,"fantasy, fiction, david_eddings, epic_fantasy, sci_fantasy, eddings, high_fantasy, fantasy_sci, series, adventure, magic, scifi_fantasy, science_fiction_fantasy, fantasy_epic, eddings_david, epic, elenium, young_adult, adult, paperback, fantasy_scifi, fantasy_series, classic_fantasy, fantasy_fiction, fantasy, fantasy_and_sci, sff, paper, buy, fiction_fantasy",360
291364,"childrens, child, child, kid, fiction, curious_george, animal, childhood, series, classic, child_literature, child_lit, picture, monkey, classic, juvenile, childhood, home, childrens_lit, childhood, kindergarten, edrd, kid, bicycle, fantasy, child_fiction, childrens_fiction, child_young_adult, audible, school",310
292275,"play, classic, drama, fiction, theatre, play, classic, theater, school, century, norwegian, literature, scandinavian, norway, for_school, translated, scandinavia, feminism, college, teatro, europe, norwegian_literature, nordic, script, uni, theater, henrik_ibsen, high_school, theater, scandinavian_literature",309
292408,"fiction, historical_fiction, classic, pulitzer, pulitzer_prize, literature, western, novel, literary_fiction, pulitzer_prize_winner, classic, pulitzer, pulitzer_winner, pulitzer_fiction, american_west, history, historical, abandoned, modern, all_time, american, adult_fiction, audio, american_literature, california, modern_top, pulitzer_prize_fiction, novel, buy, general_fiction",380
292740,"fiction, non_fiction, crime, true_crime, thriller, mystery, memoir, nonfiction, biography, autobiography, buy, thriller, abuse, movie, true, contemporary, child_abuse, suspense, memoir, new_york, coming_age, drama, paperback, relationship, american, adult, sociology, murder, novel, novel",288
293101,"horror, fiction, non_fiction, paranormal, thriller, nonfiction, supernatural, ghost, mystery, classic, true_crime, buy, fantasy, horror_thriller, scary, novel, suspense, audio, adult, haunted_house, adult_fiction, audible, classic, crime, movie, creepy, ghost_story, jay_anson, american, thriller",296
293595,"childrens, child, child, kid, alphabet, fiction, childhood, rhyming, child_literature, child_lit, poetry, abc, storytime, childhood, classic, preschool, picture, kindergarten, childrens_lit, early_childhood, school, elementary, edrd, informational, humor, classic, pre, abc, rhyme, informational",295
293625,"fiction, horror, southern_gothic, literature, cormac_mccarthy, novel, american, literary_fiction, southern, buy, crime, contemporary, gothic, american_literature, novel, dark, southern_lit, mccarthy, contemporary_fiction, general_fiction, century, short_novel, classic, literary, mystery, usa, american_fiction, american_lit, wish_list, adult",342
294042,"thriller, fiction, james_rollins, adventure, mystery, action_adventure, sigma_force, thriller, action, rollins, mystery_thriller, series, suspense, science_fiction, historical_fiction, rollins_james, sci, action_thriller, sigma_force_series, nook, sigma, fantasy, contemporary, buy, historical, mystery_suspense, techno_thriller, military, thriller_suspense, audio",364
294043,"thriller, adventure, fiction, james_rollins, action_adventure, mystery, thriller, action, science_fiction, rollins, mystery_thriller, suspense, sci, rollins_james, horror, historical_fiction, archaeology, action_thriller, adult, adult_fiction, thriller_suspense, buy, techno_thriller, adventure_action, wish_list, mystery_suspense, paperback, fantasy, have, general_fiction",373
294044,"thriller, james_rollins, adventure, fiction, action_adventure, action, thriller, mystery, science_fiction, rollins, suspense, mystery_thriller, sci, rollins_james, horror, action_thriller, buy, wish_list, techno_thriller, mystery, paperback, military, adventure_thriller, adult, historical_fiction, audible, listened, scifi, science, audio",339
294045,"thriller, james_rollins, adventure, fiction, action_adventure, thriller, science_fiction, action, mystery, rollins, suspense, sci, mystery_thriller, rollins_james, action_thriller, buy, techno_thriller, wish_list, have, scifi, military, archaeology, thriller_mystery, adventure_thriller, keeper, fantasy, sci_fantasy, mystery, abandoned, reviewed",346
294046,"thriller, fiction, james_rollins, adventure, sigma_force, action_adventure, thriller, action, mystery_thriller, science_fiction, rollins, suspense, series, historical_fiction, mystery, rollins_james, sci, action_thriller, sigma, sigma_force_series, buy, have, mystery_suspense, military, adult, espionage, adult_fiction, historical, thriller_mystery, audio",356
294047,"thriller, adventure, fiction, james_rollins, action_adventure, mystery, thriller, science_fiction, action, sci, suspense, rollins, mystery_thriller, fantasy, rollins_james, action_thriller, horror, buy, adult, wish_list, techno_thriller, jungle, historical_fiction, novel, general_fiction, adult_fiction, need_buy, paperback, sci_fantasy, mystery_suspense",355
294081,"fiction, pulitzer, pulitzer_prize, pulitzer_prize_winner, pulitzer_fiction, pulitzer_winner, pulitzer, music, cuba, pulitzer_prize_fiction, historical_fiction, literature, novel, literary_fiction, pulitzer_prize_for_fiction, pulitzer_prize_winner, new_york, latin_america, pulitzer_winner, contemporary_fiction, latino, american, american_literature, new_york_city, caribbean, latin_american, novel, modern_fiction, cuban, classic",430
294430,"fiction, humor, mystery, florida, crime, carl_hiaasen, humour, hiaasen, funny, comedy, adventure, thriller, mystery_thriller, humorous, audio, mystery, hiaasen_carl, general_fiction, contemporary, crime_fiction, satire, american, crime_mystery, florida_fiction, novel, have, contemporary_fiction, action, detective, suspense",324
294613,"childrens, child, child, kid, childhood, fiction, animal, child_lit, classic, friendship, child_literature, bear, juvenile, childhood, school, series, childhood, kindergarten, childrens_lit, classroom, youth, classic, childrens_literature, picture, pre, childhood, grade, maurice_sendak, little_bear, for_the_girl",313
294951,"play, rory_gilmore_challenge, classic, rory_gilmore, gilmore_girl, theatre, drama, fiction, historical_fiction, play, gilmore, classic, gilmore_challenge, rory, theater, script, musical, buy, rory_gilmore_list, music, rory_challenge, humor, jewish, gilmore_girl_challenge, gilmore_girl_list, wish_list, historical, challenge, play_theatre, russia",346
294963,"manga, graphic_novel, comic, historical_fiction, historical, fiction, mangas, romance, fantasy, graphic_novel, manga_comic, adventure, action, shounen, rurouni_kenshin, japanese, young_adult, comic, comic_manga, series, anime, japan, manga_graphic_novel, manga_manhwa, samurai, shonen, shnen, graphic_novel_manga, humor, manga_and_comic",336
295086,"fantasy, warrior, animal, fiction, series, young_adult, warrior_cat, childhood, adventure, cat, childrens, middle_grade, erin_hunter, child, warrior_series, child, kid, animal, animal_fiction, childhood, animal_fantasy, middle_school, action_adventure, childhood, action, all_time, nostalgia, animal_story, talking_animal, teen",327
295132,"spirituality, psychology, non_fiction, spiritual, self_help, nonfiction, philosophy, religion, inspirational, religion_spirituality, christian, self_improvement, religious, personal_growth, theology, spirituality_religion, soul, wish_list, personal_development, reference, soul_food, self_awareness, buy, self_development, didn_finish, religion_philosophy, faith, religion_and_spirituality, new_age, spirit",406
295169,"fantasy, fiction, young_adult, dystopia, series, dystopian, childrens, child, fantasy, high_fantasy, childhood, child, magic, science_fiction, fantasy_sci, novel, childhood, teen, kid, fiction, wish_list, middle_grade, speculative_fiction, scifi_fantasy, school, sci_fantasy, buy, trilogy, young_adult_fantasy, sci",314
295305,"adventure, historical_fiction, fiction, historical, middle_grade, fantasy, child, childhood, child, wolf, chronicle_ancient_darkness, kid, audio, buy, survival, michelle_paver, action, supernatural, fantasy, young_adult, young_adult_fiction, history, prehistoric, friendship, maybe, fantasy_scifi, sci_fantasy, juvenile, animal, middle_school",342
295649,"historical_fiction, young_adult, adventure, pirate, historical, fiction, series, audio, teen, romance, fantasy, fiction, bloody_jack, action_adventure, history, young_adult_fiction, humor, childrens, middle_grade, action, england, coming_age, teen_fiction, middle_school, nautical, lit, buy, youngadult, audible, friendship",323
295834,"fantasy, mystery, fairy_tale, series, young_adult, childrens, fiction, child, middle_grade, adventure, fairy_tale, sister_grimm, magic, child, kid, juvenile, the_sister_grimm, juvenile_fiction, fairytale, fairytale, childhood, fairy_tale_retellings, family, retellings, audio, michael_buckley, humor, middle_school, youth, buy",326
295961,"fiction, thriller, historical_fiction, war, jack_higgins, adventure, thriller, espionage, wwii, military, mystery, suspense, historical, action, military_fiction, history, world_war, world_war, spy_thriller, spy, action_adventure, higgins_jack, novel, mystery_thriller, novel, series, suspense_thriller, buy, mystery_suspense, war_fiction",338
296125,"horse, fiction, childrens, animal, young_adult, child, child, childhood, childhood, classic, kid, series, juvenile, historical_fiction, animal_story, horse, youth, child_lit, horse_story, marguerite_henry, middle_grade, child_literature, animal, juvenile_fiction, realistic_fiction, from_childhood, child_fiction, childrens_literature, childhood, equine",353
296264,"classic, historical_fiction, fiction, adventure, classic, historical, literature, young_adult, romance, history, century, british, british_literature, childrens, classic_literature, child, medieval, fantasy, robert_louis_stevenson, buy, classici, childhood, novel, scottish, novel, action_adventure, war, swashbuckling, england, victorian",338
296298,"fiction, thriller, war, historical_fiction, adventure, alistair_maclean, action, thriller, action_adventure, mystery, military, historical, wwii, classic, suspense, novel, mystery_thriller, world_war, war_fiction, general_fiction, world_war, espionage, military_fiction, history, crime, maclean, mystery_thriller, novel, buy, paperback",335
296302,"fiction, romance, young_adult, contemporary, adult_fiction, adult, friendship, realistic_fiction, summer, coming_age, ann_brashares, audio, chicklit, sister, general_fiction, chic_lit, love, buy, novel, drama, did_not_finish, shelfari, woman_fiction, family, abandoned, relationship, all_time, teen, new_york, realistic",319
296662,"nonfiction, history, non_fiction, education, politics, american_history, historical, teaching, reference, sociology, school, abandoned, buy, american, history, social_justice, wish_list, educational, adult, political, america, race, non_fic, audio, unfinished, usa, non_fiction_history, history_american, history_politics, history",330
